index,respondent,respondent_type,time,start,end,start_act,end_act,start_match,end_match,n_obs,na,type,update,success,comments
261,US48,Demand,2024-03-21 02:18:48.614420,2024-03-20 23:00:00,2024-03-20 23:00:00,,,,,,,refresh,False,False,No new data is available; 
262,US48,Demand,2024-03-21 03:12:38.768388,2024-03-20 23:00:00,2024-03-20 23:00:00,,,,,,,refresh,False,False,No new data is available; 
263,US48,Demand,2024-03-21 04:12:42.903266,2024-03-20 23:00:00,2024-03-20 23:00:00,,,,,,,refresh,False,False,No new data is available; 
264,US48,Demand,2024-03-21 05:10:06.170070,2024-03-20 23:00:00,2024-03-20 23:00:00,,,,,,,refresh,False,False,No new data is available; 
265,US48,Demand,2024-03-21 06:13:16.904603,2024-03-20 23:00:00,2024-03-20 23:00:00,,,,,,,refresh,False,False,No new data is available; 
266,US48,Demand,2024-03-21 07:10:39.545589,2024-03-20 23:00:00,2024-03-20 23:00:00,,,,,,,refresh,False,False,No new data is available; 
267,US48,Demand,2024-03-21 08:12:55.554195,2024-03-20 23:00:00,2024-03-20 23:00:00,,,,,,,refresh,False,False,No new data is available; 
268,US48,Demand,2024-03-21 09:10:16.858717,2024-03-20 23:00:00,2024-03-21 00:00:00,2024-03-20 23:00:00,2024-03-21 00:00:00,True,True,2.0,0.0,refresh,True,True,The end argument does not match the last data point timestamp; 
269,US48,Demand,2024-03-21 10:10:46.504468,2024-03-21 01:00:00,2024-03-21 01:00:00,,,,,,,refresh,False,False,No new data is available; 
270,US48,Demand,2024-03-21 11:09:38.605680,2024-03-21 01:00:00,2024-03-21 02:00:00,2024-03-21 01:00:00,2024-03-21 02:00:00,True,True,2.0,0.0,refresh,True,True,The end argument does not match the last data point timestamp; 
271,US48,Demand,2024-03-21 12:17:43.597976,2024-03-21 03:00:00,2024-03-21 03:00:00,,,,,,,refresh,False,False,No new data is available; 
272,US48,Demand,2024-03-21 13:12:23.806064,2024-03-21 03:00:00,2024-03-21 03:00:00,,,,,,,refresh,False,False,No new data is available; 
273,US48,Demand,2024-03-21 14:10:16.318506,2024-03-21 03:00:00,2024-03-21 23:00:00,2024-03-21 03:00:00,2024-03-21 11:00:00,True,False,9.0,0.0,refresh,True,True,
274,US48,Demand,2024-03-21 15:11:52.105502,2024-03-21 12:00:00,2024-03-21 23:00:00,2024-03-21 12:00:00,2024-03-21 14:00:00,True,False,3.0,0.0,refresh,True,True,
275,US48,Demand,2024-03-21 16:14:11.134017,2024-03-21 15:00:00,2024-03-21 23:00:00,2024-03-21 15:00:00,2024-03-21 15:00:00,True,False,1.0,0.0,refresh,False,False,"The refresh process failed, please check the log's flags; "
276,US48,Demand,2024-03-21 17:09:39.690651,2024-03-21 15:00:00,2024-03-21 23:00:00,2024-03-21 15:00:00,2024-03-21 16:00:00,True,False,2.0,0.0,refresh,True,True,
277,US48,Demand,2024-03-21 18:13:01.953391,2024-03-21 17:00:00,2024-03-21 23:00:00,2024-03-21 17:00:00,2024-03-21 17:00:00,True,False,1.0,0.0,refresh,False,False,"The refresh process failed, please check the log's flags; "
278,US48,Demand,2024-03-21 19:09:44.792530,2024-03-21 17:00:00,2024-03-21 23:00:00,2024-03-21 17:00:00,2024-03-21 18:00:00,True,False,2.0,0.0,refresh,True,True,
279,US48,Demand,2024-03-21 20:11:22.452346,2024-03-21 19:00:00,2024-03-21 23:00:00,2024-03-21 19:00:00,2024-03-21 19:00:00,True,False,1.0,0.0,refresh,False,False,"The refresh process failed, please check the log's flags; "
280,US48,Demand,2024-03-21 21:11:19.690010,2024-03-21 19:00:00,2024-03-21 23:00:00,2024-03-21 19:00:00,2024-03-21 20:00:00,True,False,2.0,0.0,refresh,True,True,
